"","tf","confidence","target","mor"
"15494","PGR","A","CYP19A1",-1
"15495","PGR","A","ESR1",1
"15496","PGR","A","HLTF",1
"15497","PGR","A","IGFBP1",1
"15498","PGR","A","KLK3",1
"15499","PGR","A","MYC",1
"15500","PGR","A","RLN1",1
"15501","PGR","A","RLN2",1
"15502","PGR","A","VEGFA",1
"15503","PIN1","D","BAX",1
"15504","PIN1","D","BUB1",1
"15505","PIN1","D","CCNE2",1
"15506","PIN1","D","CDKN1A",1
"15507","PIN1","D","CENPA",1
"15508","PIN1","D","CPSF6",1
"15509","PIN1","D","DEPDC1",1
"15510","PIN1","D","EPB41L4B",1
"15511","PIN1","D","MIS18A",1
"15512","PIN1","D","NCAPH",1
"15513","PIN1","D","PIMREG",1
"15514","PIN1","D","TBC1D31",1
"15515","PITX1","D","FSHB",1
"15516","PITX1","D","PRL",1
"15517","PITX1","D","LHB",1
"15518","PITX1","D","DUX4",1
"15519","PITX1","D","GNRH1",-1
"15520","PITX1","D","HES1",-1
"15521","PITX1","D","IFNA1",-1
"15522","PITX1","D","IRF2",-1
"15523","PITX1","D","IRF7",-1
"15524","PITX1","D","JUN",-1
"15525","PITX1","D","NKX3-1",-1
"15526","PITX1","D","RUNX1",-1
"15527","PITX1","D","RUNX2",-1
"15528","PITX1","D","TBX4",1
"15529","PITX1","D","TERT",-1
"15530","PITX1","D","TRIB2",-1
"15531","PITX2","D","FSHB",1
"15532","PITX2","D","ABCB1",1
"15533","PITX2","D","FGF16",1
"15534","PITX2","D","GNRH1",-1
"15535","PITX2","D","LEF1",1
"15536","PITX2","D","LHX6",1
"15537","PITX2","D","PLOD1",1
"15538","PITX2","D","PRL",1
"15539","PITX2","D","SLC13A3",1
"15540","PITX2","D","WNT2",1
"15541","PITX2","D","WNT5A",1
"15542","PKNOX1","C","PTPN6",1
"15543","PKNOX1","C","AP4S1",1
"15544","PKNOX1","C","ARHGAP6",1
"15545","PKNOX1","C","ASTN2",1
"15546","PKNOX1","C","DNM2",1
"15547","PKNOX1","C","FAM13A",1
"15548","PKNOX1","C","FGD6",1
"15549","PKNOX1","C","GALNT2",1
"15550","PKNOX1","C","GATAD2A",1
"15551","PKNOX1","C","HDAC4",1
"15552","PKNOX1","C","HIP1",1
"15553","PKNOX1","C","JARID2",1
"15554","PKNOX1","C","KIAA0513",1
"15555","PKNOX1","C","LIMS1",1
"15556","PKNOX1","C","LYRM9",1
"15557","PKNOX1","C","MARCHF8",1
"15558","PKNOX1","C","MCC",1
"15559","PKNOX1","C","MCF2L2",1
"15560","PKNOX1","C","MEIS1",1
"15561","PKNOX1","C","MICAL3",1
"15562","PKNOX1","C","PRKCB",1
"15563","PKNOX1","C","RNF220",1
"15564","PKNOX1","C","RPS6KC1",1
"15565","PKNOX1","C","SEPTIN9",1
"15566","PKNOX1","C","SIL1",1
"15567","PKNOX1","C","SLC25A25",1
"15568","PKNOX1","C","SPRED2",1
"15569","PKNOX1","C","SPTB",1
"15570","PKNOX1","C","TBPL1",1
"15571","PKNOX1","C","TCF4",1
"15572","PKNOX1","C","TECR",1
"15573","PKNOX1","C","THADA",1
"15574","PKNOX1","C","TNS1",1
"15575","PKNOX1","C","TUSC3",1
"15576","PKNOX1","C","WNT3",1
"15577","PKNOX1","C","WSCD2",1
"15578","POU1F1","D","GH1",1
"15579","POU1F1","D","GH2",1
"15580","POU1F1","D","GHR",1
"15581","POU1F1","D","PRL",1
"15582","POU1F1","D","BDKRB1",1
"15583","POU1F1","D","CGA",1
"15584","POU1F1","D","INSM1",1
"15585","POU1F1","D","REN",1
"15586","POU1F1","D","TSHB",1
"15587","POU1F1","D","VDR",1
"15588","POU2AF1","D","ID2",1
"15589","POU2AF1","D","IGH",1
"15590","POU2AF1","D","SPIB",1
"15591","POU2AF1","D","TK1",1
"15592","POU2AF1","D","TNFRSF17",1
"15593","POU2F1","A","BDKRB1",1
"15594","POU2F1","A","CCND1",1
"15595","POU2F1","A","CDX2",1
"15596","POU2F1","A","CXCR5",1
"15597","POU2F1","A","GADD45A",1
"15598","POU2F1","A","GCM1",1
"15599","POU2F1","A","GNRH1",1
"15600","POU2F1","A","H2BC21",1
"15601","POU2F1","A","HBG1",-1
"15602","POU2F1","A","HLA-DRA",1
"15603","POU2F1","A","HPGDS",1
"15604","POU2F1","A","IL2",1
"15605","POU2F1","A","IL3",1
"15606","POU2F1","A","IL4",-1
"15607","POU2F1","A","IL5",1
"15608","POU2F1","A","LCT",1
"15609","POU2F1","A","MS4A2",1
"15610","POU2F1","A","MYC",1
"15611","POU2F1","A","PLAU",1
"15612","POU2F1","A","POU2AF1",1
"15613","POU2F1","A","PTGIR",1
"15614","POU2F1","A","RPTOR",1
"15615","POU2F1","A","RRM2B",1
"15616","POU2F1","A","SNAPC1",1
"15617","POU2F1","A","SPI1",1
"15618","POU2F1","A","SPP1",1
"15619","POU2F1","A","ST6GAL1",1
"15620","POU2F1","A","TFAP2A",1
"15621","POU2F1","A","TRA",1
"15622","POU2F1","A","TSC22D3",1
"15623","POU2F1","A","TXNRD1",1
"15624","POU2F1","A","UGT2B7",1
"15625","POU2F1","A","VCAM1",-1
"15626","POU2F1","A","VWF",1
"15627","POU2F2","B","HLA-DOB",1
"15628","POU2F2","B","HLA-DRA",1
"15629","POU2F2","B","IL5",1
"15630","POU2F2","B","SPI1",1
"15631","POU2F2","B","SPP1",1
"15632","POU2F2","B","TRA",1
"15633","POU2F2","B","LRRK1",1
"15634","POU2F2","B","LYN",1
"15635","POU2F2","B","POU2AF1",1
"15636","POU2F2","B","STK10",1
"15637","POU3F2","D","GNRH1",1
"15638","POU3F2","D","KCNN3",1
"15639","POU3F2","D","AVP",1
"15640","POU3F2","D","CDH13",1
"15641","POU3F2","D","DDC",1
"15642","POU3F2","D","FABP7",1
"15643","POU3F2","D","FOXP2",1
"15644","POU3F2","D","GRM5",1
"15645","POU3F2","D","IFNAR1",1
"15646","POU3F2","D","MITF",1
"15647","POU3F2","D","NKX2-1",1
"15648","POU3F2","D","NTRK3",1
"15649","POU3F2","D","OXT",1
"15650","POU3F2","D","PAX3",1
"15651","POU3F2","D","PDE5A",-1
"15652","POU3F2","D","TYRP1",1
"15653","POU4F2","C","CCND1",1
"15654","POU4F2","C","ARHGAP15",1
"15655","POU4F2","C","BBX",1
"15656","POU4F2","C","CHN2",1
"15657","POU4F2","C","CNTN5",1
"15658","POU4F2","C","CTNND2",1
"15659","POU4F2","C","CUBN",1
"15660","POU4F2","C","DOCK10",1
"15661","POU4F2","C","DST",1
"15662","POU4F2","C","FAM13A",1
"15663","POU4F2","C","FOXP2",1
"15664","POU4F2","C","INPP4B",1
"15665","POU4F2","C","ITSN1",1
"15666","POU4F2","C","KCNIP4",1
"15667","POU4F2","C","MYT1L",1
"15668","POU4F2","C","NCOA1",1
"15669","POU4F2","C","NEB",1
"15670","POU4F2","C","NLGN1",1
"15671","POU4F2","C","PDE4B",1
"15672","POU4F2","C","RABGAP1L",1
"15673","POU4F2","C","ROBO1",1
"15674","POU4F2","C","SORBS2",1
"15675","POU4F2","C","SPIDR",1
"15676","POU4F2","C","STARD13",1
"15677","POU4F2","C","SYNE1",1
"15678","POU4F2","C","ZBTB20",1
"15679","POU4F2","C","ZMIZ1",1
"15680","POU4F2","C","ZNF385B",1
"15681","POU5F1","C","CDX2",-1
"15682","POU5F1","C","ID2",-1
"15683","POU5F1","C","LEFTY1",1
"15684","POU5F1","C","NANOG",1
"15685","POU5F1","C","SOX2",1
"15686","POU5F1","C","TDGF1",1
"15687","POU5F1","C","ADGRL2",1
"15688","POU5F1","C","ADGRV1",1
"15689","POU5F1","C","ANGPT1",1
"15690","POU5F1","C","ANK1",1
"15691","POU5F1","C","ANK2",1
"15692","POU5F1","C","ANK3",1
"15693","POU5F1","C","ANKS1B",1
"15694","POU5F1","C","BCAR3",1
"15695","POU5F1","C","BCR",1
"15696","POU5F1","C","CACNA1C",1
"15697","POU5F1","C","CADPS",1
"15698","POU5F1","C","CLASP2",1
"15699","POU5F1","C","CNTNAP2",1
"15700","POU5F1","C","COBL",1
"15701","POU5F1","C","CPNE4",1
"15702","POU5F1","C","DENND2B",1
"15703","POU5F1","C","DNMBP",1
"15704","POU5F1","C","DPYSL2",1
"15705","POU5F1","C","EBF1",1
"15706","POU5F1","C","EPB41L2",1
"15707","POU5F1","C","EPHA4",1
"15708","POU5F1","C","FAT1",1
"15709","POU5F1","C","GALNT10",1
"15710","POU5F1","C","GAS7",1
"15711","POU5F1","C","GCNT2",1
"15712","POU5F1","C","GPC6",1
"15713","POU5F1","C","GRIP1",1
"15714","POU5F1","C","IGF2BP3",1
"15715","POU5F1","C","INPP5D",1
"15716","POU5F1","C","JMJD1C",1
"15717","POU5F1","C","KIAA1217",1
"15718","POU5F1","C","KIFC3",1
"15719","POU5F1","C","LDLRAD3",1
"15720","POU5F1","C","LIMCH1",1
"15721","POU5F1","C","LRRK1",1
"15722","POU5F1","C","MACF1",1
"15723","POU5F1","C","MAGI2",1
"15724","POU5F1","C","MAP2K5",1
"15725","POU5F1","C","NAV1",1
"15726","POU5F1","C","NEDD4L",1
"15727","POU5F1","C","NRXN3",1
"15728","POU5F1","C","OSBPL10",1
"15729","POU5F1","C","PATJ",1
"15730","POU5F1","C","RABGAP1L",1
"15731","POU5F1","C","RUNX1T1",1
"15732","POU5F1","C","SASH1",1
"15733","POU5F1","C","SBF2",1
"15734","POU5F1","C","SHROOM3",1
"15735","POU5F1","C","SMAD3",1
"15736","POU5F1","C","SNRPN",1
"15737","POU5F1","C","SORBS2",1
"15738","POU5F1","C","SPATS2L",1
"15739","POU5F1","C","SPTBN1",1
"15740","POU5F1","C","STK10",1
"15741","POU5F1","C","SYNE1",1
"15742","POU5F1","C","SYNE2",1
"15743","POU5F1","C","TACC2",1
"15744","POU5F1","C","TCF4",1
"15745","POU5F1","C","TIAM2",1
"15746","POU5F1","C","TJP2",1
"15747","POU5F1","C","TMEM131L",1
"15748","POU5F1","C","TNRC6B",1
"15749","POU5F1","C","TRIM2",1
"15750","POU5F1","C","WNT5B",1
"15751","POU5F1","C","ZEB2",1
"15752","POU5F1","C","ZNF532",1
"15753","PPARA","A","ACOX1",1
"15754","PPARA","A","ACOX2",1
"15755","PPARA","A","ACSL1",-1
"15756","PPARA","A","ANGPTL4",1
"15757","PPARA","A","APOA1",1
"15758","PPARA","A","APOA4",1
"15759","PPARA","A","APOA5",1
"15760","PPARA","A","APOB",1
"15761","PPARA","A","APOBR",-1
"15762","PPARA","A","APOC3",-1
"15763","PPARA","A","CCND1",1
"15764","PPARA","A","CD36",1
"15765","PPARA","A","CPT1A",-1
"15766","PPARA","A","CYP1A1",1
"15767","PPARA","A","CYP4A11",1
"15768","PPARA","A","CYP7A1",1
"15769","PPARA","A","FABP1",1
"15770","PPARA","A","FABP3",1
"15771","PPARA","A","FADS2",1
"15772","PPARA","A","HMGCS1",1
"15773","PPARA","A","HMGCS2",1
"15774","PPARA","A","LPL",1
"15775","PPARA","A","MMP12",1
"15776","PPARA","A","MMP9",-1
"15777","PPARA","A","MYC",1
"15778","PPARA","A","NFKBIA",1
"15779","PPARA","A","PANK1",1
"15780","PPARA","A","PCK1",1
"15781","PPARA","A","PTGS2",1
"15782","PPARA","A","SERPINE1",1
"15783","PPARA","A","TUBA1B",-1
"15784","PPARA","A","UCP1",-1
"15785","PPARD","D","ANGPTL4",-1
"15786","PPARD","D","CPT1B",1
"15787","PPARD","D","LPL",1
"15788","PPARD","D","SAT1",1
"15789","PPARD","D","ANG",-1
"15790","PPARD","D","APOA1",1
"15791","PPARD","D","CAT",1
"15792","PPARD","D","CCND1",1
"15793","PPARD","D","CCND2",1
"15794","PPARD","D","CPT2",1
"15795","PPARD","D","CYP4A11",1
"15796","PPARD","D","FCER1A",1
"15797","PPARD","D","GADD45A",1
"15798","PPARD","D","GADD45B",1
"15799","PPARD","D","GADD45G",1
"15800","PPARD","D","HSD11B1",1
"15801","PPARD","D","HSD11B2",-1
"15802","PPARD","D","LIPA",1
"15803","PPARD","D","MED1",1
"15804","PPARD","D","MYB",1
"15805","PPARD","D","MYC",1
"15806","PPARD","D","NOL3",1
"15807","PPARD","D","PDHA1",1
"15808","PPARD","D","PDK4",1
"15809","PPARD","D","RELA",1
"15810","PPARD","D","SCARB1",1
"15811","PPARD","D","SCGB1D1",1
"15812","PPARD","D","SEMA6B",1
"15813","PPARD","D","SERPINE1",1
"15814","PPARD","D","SOD1",1
"15815","PPARD","D","TIMP1",1
"15816","PPARD","D","TXN",1
"15817","PPARD","D","UCP2",1
"15818","PPARD","D","UCP3",1
"15819","PPARD","D","VEGFA",1
"15820","PPARG","A","ABCG2",1
"15821","PPARG","A","ADIPOQ",1
"15822","PPARG","A","ANGPTL4",1
"15823","PPARG","A","APOB",-1
"15824","PPARG","A","APOBR",-1
"15825","PPARG","A","ATP2A2",1
"15826","PPARG","A","BCL2",1
"15827","PPARG","A","CCND1",-1
"15828","PPARG","A","CD36",1
"15829","PPARG","A","CD83",1
"15830","PPARG","A","CDKN1A",1
"15831","PPARG","A","CPT1B",1
"15832","PPARG","A","CYP27A1",1
"15833","PPARG","A","DBI",1
"15834","PPARG","A","EGFR",-1
"15835","PPARG","A","FABP4",1
"15836","PPARG","A","GK",1
"15837","PPARG","A","GSTA2",1
"15838","PPARG","A","LIPE",1
"15839","PPARG","A","LPL",1
"15840","PPARG","A","MMP1",1
"15841","PPARG","A","MMP9",-1
"15842","PPARG","A","MYC",-1
"15843","PPARG","A","NR1D1",1
"15844","PPARG","A","NR1H3",1
"15845","PPARG","A","PCK1",1
"15846","PPARG","A","PLIN2",1
"15847","PPARG","A","POU2F1",1
"15848","PPARG","A","PTEN",1
"15849","PPARG","A","PTGS2",-1
"15850","PPARG","A","RARB",1
"15851","PPARG","A","RETN",1
"15852","PPARG","A","SAT1",1
"15853","PPARG","A","SCARB1",1
"15854","PPARG","A","SERPINE1",1
"15855","PPARG","A","SLC2A4",-1
"15856","PPARG","A","TNFRSF11B",1
"15857","PPARG","A","TP53",1
"15858","PPARG","A","TSHR",-1
"15859","PPARG","A","UCP1",1
"15860","PPARG","A","VLDLR",1
"15861","PRDM1","C","CIITA",-1
"15862","PRDM1","C","MYC",-1
"15863","PRDM1","C","ACSS2",1
"15864","PRDM1","C","ANO10",1
"15865","PRDM1","C","AOAH",1
"15866","PRDM1","C","APOL2",1
"15867","PRDM1","C","ARAP2",1
"15868","PRDM1","C","ARHGAP26",1
"15869","PRDM1","C","CREB1",1
"15870","PRDM1","C","CRISPLD1",1
"15871","PRDM1","C","CRYBG1",1
"15872","PRDM1","C","DLG2",1
"15873","PRDM1","C","DMD",1
"15874","PRDM1","C","ERG",1
"15875","PRDM1","C","EVI5L",1
"15876","PRDM1","C","FSTL5",1
"15877","PRDM1","C","FXR2",1
"15878","PRDM1","C","IFIT2",1
"15879","PRDM1","C","IL18",1
"15880","PRDM1","C","IL24",1
"15881","PRDM1","C","KCNK1",1
"15882","PRDM1","C","LGR4",1
"15883","PRDM1","C","LMO7",1
"15884","PRDM1","C","MBNL3",1
"15885","PRDM1","C","MECOM",1
"15886","PRDM1","C","MID1",1
"15887","PRDM1","C","MYO1E",1
"15888","PRDM1","C","NFIX",1
"15889","PRDM1","C","NR3C1",1
"15890","PRDM1","C","OLR1",1
"15891","PRDM1","C","PAQR5",1
"15892","PRDM1","C","PCNA",1
"15893","PRDM1","C","PLXNA2",1
"15894","PRDM1","C","PRKCH",1
"15895","PRDM1","C","S100A16",1
"15896","PRDM1","C","SLC37A1",1
"15897","PRDM1","C","TEAD1",1
"15898","PRDM1","C","TNFSF8",1
"15899","PRDM1","C","TNIK",1
"15900","PRDM1","C","ZFP36L1",1
"15901","PRDM1","C","ZHX1",1
"15902","PRDM1","C","ZSCAN31",1
"15903","PRDM14","B","POU5F1",1
"15904","PRDM14","B","ABCA4",1
"15905","PRDM14","B","ADAMTS2",1
"15906","PRDM14","B","AGAP1",1
"15907","PRDM14","B","AGAP3",1
"15908","PRDM14","B","AGPAT3",1
"15909","PRDM14","B","AHDC1",1
"15910","PRDM14","B","AHNAK",1
"15911","PRDM14","B","AJAP1",1
"15912","PRDM14","B","ALK",1
"15913","PRDM14","B","AMPD3",1
"15914","PRDM14","B","ANO1",1
"15915","PRDM14","B","ARHGEF10L",1
"15916","PRDM14","B","ARHGEF17",1
"15917","PRDM14","B","ARHGEF2",1
"15918","PRDM14","B","ARID1A",1
"15919","PRDM14","B","ARID1B",1
"15920","PRDM14","B","ARID5A",1
"15921","PRDM14","B","ASS1",1
"15922","PRDM14","B","ATP13A2",1
"15923","PRDM14","B","AUTS2",1
"15924","PRDM14","B","AXIN2",1
"15925","PRDM14","B","BCAR3",1
"15926","PRDM14","B","BCL11A",1
"15927","PRDM14","B","BCOR",1
"15928","PRDM14","B","BMP7",1
"15929","PRDM14","B","CA4",1
"15930","PRDM14","B","CACNA1C",1
"15931","PRDM14","B","CACNA1G",1
"15932","PRDM14","B","CCDC33",1
"15933","PRDM14","B","CCDC57",1
"15934","PRDM14","B","CCND2",1
"15935","PRDM14","B","CD6",1
"15936","PRDM14","B","CD9",1
"15937","PRDM14","B","CDC42BPG",1
"15938","PRDM14","B","CDC42EP4",1
"15939","PRDM14","B","CDH23",1
"15940","PRDM14","B","CDYL",1
"15941","PRDM14","B","COBL",1
"15942","PRDM14","B","COL2A1",1
"15943","PRDM14","B","CORO2B",1
"15944","PRDM14","B","CPAMD8",1
"15945","PRDM14","B","CPLX2",1
"15946","PRDM14","B","CROCC",1
"15947","PRDM14","B","CSMD2",1
"15948","PRDM14","B","CXCL12",1
"15949","PRDM14","B","CYP26B1",1
"15950","PRDM14","B","DAB2IP",1
"15951","PRDM14","B","DGKG",1
"15952","PRDM14","B","DGKZ",1
"15953","PRDM14","B","DLGAP4",1
"15954","PRDM14","B","DLL4",1
"15955","PRDM14","B","DNMT3A",1
"15956","PRDM14","B","DPYSL5",1
"15957","PRDM14","B","DYSF",1
"15958","PRDM14","B","ECE1",1
"15959","PRDM14","B","EFNB1",1
"15960","PRDM14","B","EPB41L1",1
"15961","PRDM14","B","EPHB3",1
"15962","PRDM14","B","EVA1B",1
"15963","PRDM14","B","FAM131C",1
"15964","PRDM14","B","FAM174B",1
"15965","PRDM14","B","FHAD1",1
"15966","PRDM14","B","FOSL2",1
"15967","PRDM14","B","FOXO6",1
"15968","PRDM14","B","GATA2",1
"15969","PRDM14","B","GATAD2A",1
"15970","PRDM14","B","GLI2",1
"15971","PRDM14","B","GMDS",1
"15972","PRDM14","B","GPC1",1
"15973","PRDM14","B","GPRC5C",1
"15974","PRDM14","B","GRAMD1B",1
"15975","PRDM14","B","GRB10",1
"15976","PRDM14","B","GRHL3",1
"15977","PRDM14","B","GRIK4",1
"15978","PRDM14","B","GRK2",1
"15979","PRDM14","B","GSE1",1
"15980","PRDM14","B","HDAC5",1
"15981","PRDM14","B","HES2",1
"15982","PRDM14","B","IGDCC4",1
"15983","PRDM14","B","IGF1R",1
"15984","PRDM14","B","IGF2R",1
"15985","PRDM14","B","INHBB",1
"15986","PRDM14","B","ISLR2",1
"15987","PRDM14","B","ITGA11",1
"15988","PRDM14","B","ITPKB",1
"15989","PRDM14","B","KAZN",1
"15990","PRDM14","B","KCNAB2",1
"15991","PRDM14","B","KDM4B",1
"15992","PRDM14","B","KDM6B",1
"15993","PRDM14","B","KIRREL1",1
"15994","PRDM14","B","KIRREL3",1
"15995","PRDM14","B","KLHDC7A",1
"15996","PRDM14","B","LHX2",1
"15997","PRDM14","B","LINC00261",1
"15998","PRDM14","B","LINGO1",1
"15999","PRDM14","B","LRRK1",1
"16000","PRDM14","B","MACF1",1
"16001","PRDM14","B","MAD1L1",1
"16002","PRDM14","B","MAP7D1",1
"16003","PRDM14","B","MATN1",1
"16004","PRDM14","B","MCF2L",1
"16005","PRDM14","B","MEF2D",1
"16006","PRDM14","B","MEGF6",1
"16007","PRDM14","B","MEIS1",1
"16008","PRDM14","B","MGAT5B",1
"16009","PRDM14","B","MNT",1
"16010","PRDM14","B","NADK",1
"16011","PRDM14","B","NECTIN1",1
"16012","PRDM14","B","NFATC2",1
"16013","PRDM14","B","NFIA",1
"16014","PRDM14","B","NFIC",1
"16015","PRDM14","B","NGEF",1
"16016","PRDM14","B","NOL4L",1
"16017","PRDM14","B","NR4A1",1
"16018","PRDM14","B","NRP2",1
"16019","PRDM14","B","NTF3",1
"16020","PRDM14","B","NTN1",1
"16021","PRDM14","B","NTRK1",1
"16022","PRDM14","B","NXN",1
"16023","PRDM14","B","OTX1",1
"16024","PRDM14","B","PADI2",1
"16025","PRDM14","B","PAX7",1
"16026","PRDM14","B","PDGFRB",1
"16027","PRDM14","B","PEAR1",1
"16028","PRDM14","B","PHC2",1
"16029","PRDM14","B","PHLDB1",1
"16030","PRDM14","B","PKDCC",1
"16031","PRDM14","B","PKNOX2",1
"16032","PRDM14","B","PLEKHG5",1
"16033","PRDM14","B","PLXNA2",1
"16034","PRDM14","B","PREX1",1
"16035","PRDM14","B","PRMT8",1
"16036","PRDM14","B","PTCH1",1
"16037","PRDM14","B","PTH1R",1
"16038","PRDM14","B","PTMA",1
"16039","PRDM14","B","PTPRU",1
"16040","PRDM14","B","RAB25",1
"16041","PRDM14","B","RAI1",1
"16042","PRDM14","B","RASGRF1",1
"16043","PRDM14","B","RCOR2",1
"16044","PRDM14","B","RFX4",1
"16045","PRDM14","B","RGMA",1
"16046","PRDM14","B","RNA5SP43",1
"16047","PRDM14","B","RNF220",1
"16048","PRDM14","B","RPS6KA2",1
"16049","PRDM14","B","RPTOR",1
"16050","PRDM14","B","RSPO1",1
"16051","PRDM14","B","RUNX1",1
"16052","PRDM14","B","RUNX3",1
"16053","PRDM14","B","SDK2",1
"16054","PRDM14","B","SEMA4A",1
"16055","PRDM14","B","SEPTIN9",1
"16056","PRDM14","B","SFXN5",1
"16057","PRDM14","B","SH3BP4",1
"16058","PRDM14","B","SHANK2",1
"16059","PRDM14","B","SIM2",1
"16060","PRDM14","B","SLC12A5",1
"16061","PRDM14","B","SLC22A23",1
"16062","PRDM14","B","SLIT3",1
"16063","PRDM14","B","SMAD6",1
"16064","PRDM14","B","SOX13",1
"16065","PRDM14","B","SOX9",1
"16066","PRDM14","B","SREBF1",1
"16067","PRDM14","B","STUM",1
"16068","PRDM14","B","SYNDIG1",1
"16069","PRDM14","B","TACC2",1
"16070","PRDM14","B","TAL1",1
"16071","PRDM14","B","TBC1D16",1
"16072","PRDM14","B","TBCD",1
"16073","PRDM14","B","TCF7L1",1
"16074","PRDM14","B","TENM4",1
"16075","PRDM14","B","TENT5B",1
"16076","PRDM14","B","TFAP2A",1
"16077","PRDM14","B","TMCO4",1
"16078","PRDM14","B","TMEM59L",1
"16079","PRDM14","B","TNS1",1
"16080","PRDM14","B","TNS3",1
"16081","PRDM14","B","TP53I11",1
"16082","PRDM14","B","TRIM2",1
"16083","PRDM14","B","TRIO",1
"16084","PRDM14","B","TSPAN18",1
"16085","PRDM14","B","TSPAN9",1
"16086","PRDM14","B","TTC7A",1
"16087","PRDM14","B","UNC5A",1
"16088","PRDM14","B","WNT3A",1
"16089","PRDM14","B","WNT4",1
"16090","PRDM14","B","WNT5B",1
"16091","PRDM14","B","WWC1",1
"16092","PRDM14","B","XXYLT1",1
"16093","PRDM14","B","ZBTB17",1
"16094","PRDM14","B","ZBTB7B",1
"16095","PRDM14","B","ZDHHC14",1
"16096","PRDM14","B","ZMIZ1",1
"16097","PRDM14","B","ZMYND8",1
"16098","PRDM14","B","ZNF423",1
"16099","PROX1","C","CYP7A1",-1
"16100","PROX1","C","NR5A2",-1
"16101","PROX1","C","ABCB1",1
"16102","PROX1","C","ADD3",1
"16103","PROX1","C","AFAP1L2",1
"16104","PROX1","C","ARHGAP42",1
"16105","PROX1","C","ARHGEF2",1
"16106","PROX1","C","ATP1A1",1
"16107","PROX1","C","DNM2",1
"16108","PROX1","C","FZD10",1
"16109","PROX1","C","GRIN2B",1
"16110","PROX1","C","IGF1R",1
"16111","PROX1","C","MAPKAPK3",1
"16112","PROX1","C","NEDD4L",1
"16113","PROX1","C","NRP2",1
"16114","PROX1","C","OSBPL10",1
"16115","PROX1","C","PCYT1A",1
"16116","PROX1","C","PLCB4",1
"16117","PROX1","C","PLEKHA7",1
"16118","PROX1","C","SAP30BP",1
"16119","PROX1","C","SEMA3A",1
"16120","PROX1","C","SEPTIN9",1
"16121","PROX1","C","SOX13",1
"16122","PROX1","C","SPRED2",1
"16123","PROX1","C","TNS3",1
"16124","PROX1","C","ZNF608",1
"16125","RARA","A","BTG2",1
"16126","RARA","A","CASP9",1
"16127","RARA","A","CCNA1",-1
"16128","RARA","A","CDKN1A",1
"16129","RARA","A","CEBPE",1
"16130","RARA","A","CRABP2",1
"16131","RARA","A","CXCR5",1
"16132","RARA","A","CYP26A1",1
"16133","RARA","A","ETS1",1
"16134","RARA","A","GPRC5A",1
"16135","RARA","A","HNF4A",1
"16136","RARA","A","HOXA1",1
"16137","RARA","A","HOXA4",1
"16138","RARA","A","HOXA7",1
"16139","RARA","A","HOXB4",1
"16140","RARA","A","HOXD4",1
"16141","RARA","A","HSD17B2",1
"16142","RARA","A","ICAM1",1
"16143","RARA","A","IER3",1
"16144","RARA","A","MACROD1",-1
"16145","RARA","A","MAOB",1
"16146","RARA","A","MUC5AC",-1
"16147","RARA","A","MYC",1
"16148","RARA","A","NR1I3",1
"16149","RARA","A","NRIP1",1
"16150","RARA","A","PCK1",1
"16151","RARA","A","PLAAT4",1
"16152","RARA","A","PLAT",1
"16153","RARA","A","PLAU",1
"16154","RARA","A","PRKCA",1
"16155","RARA","A","RARB",1
"16156","RARA","A","RARG",1
"16157","RARA","A","RPTOR",1
"16158","RARA","A","SCD",1
"16159","RARA","A","SFTPB",1
"16160","RARA","A","THBD",1
"16161","RARA","A","TNFAIP2",1
"16162","RARA","A","TPO",1
"16163","RARB","D","ADH5",1
"16164","RARB","D","PLAT",1
"16165","RARB","D","RARG",1
"16166","RARB","D","RXRG",1
"16167","RARB","D","SERPINF1",1
"16168","RARB","D","ALPP",1
"16169","RARB","D","AMH",1
"16170","RARB","D","BCL2",1
"16171","RARB","D","CCND1",1
"16172","RARB","D","CDH13",1
"16173","RARB","D","CDKN1B",1
"16174","RARB","D","CETP",1
"16175","RARB","D","CRABP2",1
"16176","RARB","D","CREBBP",1
"16177","RARB","D","EP300",1
"16178","RARB","D","FBP2",1
"16179","RARB","D","FGFR1",1
"16180","RARB","D","FOLR2",1
"16181","RARB","D","GSTP1",1
"16182","RARB","D","HDAC1",1
"16183","RARB","D","HOXA5",1
"16184","RARB","D","IBSP",1
"16185","RARB","D","ICAM1",1
"16186","RARB","D","IL2",1
"16187","RARB","D","INS",1
"16188","RARB","D","JUN",1
"16189","RARB","D","KHSRP",1
"16190","RARB","D","KLF5",1
"16191","RARB","D","KRT1",1
"16192","RARB","D","KRT19",1
"16193","RARB","D","MAPK1",1
"16194","RARB","D","MIF",1
"16195","RARB","D","MYC",1
"16196","RARB","D","NCOA1",1
"16197","RARB","D","NCOA3",1
"16198","RARB","D","NCOR1",1
"16199","RARB","D","NKX2-1",1
"16200","RARB","D","NOL3",1
"16201","RARB","D","PCK1",1
"16202","RARB","D","PLAAT4",1
"16203","RARB","D","PNRC1",1
"16204","RARB","D","POU1F1",1
"16205","RARB","D","PRRG1",1
"16206","RARB","D","PTGS2",1
"16207","RARB","D","PTHLH",1
"16208","RARB","D","RPE65",1
"16209","RARB","D","S100A8",1
"16210","RARB","D","S100A9",1
"16211","RARB","D","SFTPB",1
"16212","RARB","D","SLC5A5",1
"16213","RARB","D","SMARCA1",1
"16214","RARB","D","SMARCA2",1
"16215","RARB","D","TERT",1
